timestamp,speed_kmh,steering_angle,is_hacked
2026-06-18 12:35:53.000,97.41,0.862,1
2026-06-18 10:12:47.400,45.81,-0.009,0
2026-06-18 11:52:12.200,45.63,-0.008,0
2026-06-18 12:34:29.000,84.59,0.901,1
2026-06-18 10:14:26.000,61.53,0.055,0
2026-06-18 10:09:01.600,48.09,0.01,0
2026-06-18 11:25:13.900,50.53,0.115,0
2026-06-18 10:22:37.200,50.4,-0.197,0
2026-06-18 10:32:01.500,48.01,-0.114,0
2026-06-18 12:45:43.800,94.66,0.697,1
2026-06-18 12:11:12.400,48.63,0.066,0
2026-06-18 11:43:40.300,63.28,-0.018,0
2026-06-18 11:19:21.800,52.93,0.165,0
2026-06-18 11:27:48.300,53.17,0.015,0
2026-06-18 11:16:41.300,47.36,0.108,0
2026-06-18 11:35:36.800,48.78,0.028,0
2026-06-18 12:39:27.300,59.22,0.837,1
2026-06-18 11:53:40.700,47.41,0.097,0
2026-06-18 11:51:50.700,48.31,0.029,0
2026-06-18 10:51:53.200,47.19,0.226,0
2026-06-18 11:34:43.200,50.46,0.069,0
2026-06-18 11:10:59.100,54.21,-0.038,0
2026-06-18 12:27:02.600,79.8,0.795,1
2026-06-18 11:52:18.900,47.38,0.122,0
2026-06-18 10:29:27.300,52.84,0.138,0
2026-06-18 12:19:05.000,96.39,1.004,1
2026-06-18 11:57:48.200,60.48,-0.141,0
2026-06-18 11:43:30.800,44.49,-0.18,0
2026-06-18 11:18:53.300,47.7,0.027,0
2026-06-18 10:21:14.600,59.86,-0.016,0
2026-06-18 10:48:13.000,40.14,0.011,0
2026-06-18 12:24:34.700,121.68,0.868,1
2026-06-18 12:42:15.100,53.04,0.696,1
2026-06-18 12:18:52.700,106.84,1.146,1
2026-06-18 10:24:27.600,47.97,0.016,0
2026-06-18 10:04:00.800,54.06,-0.043,0
2026-06-18 11:59:56.400,48.03,0.061,0
2026-06-18 12:16:10.600,101.47,1.323,1
2026-06-18 11:21:03.000,50.7,0.051,0
2026-06-18 10:39:13.300,53.86,-0.145,0
2026-06-18 11:07:06.800,51.19,-0.062,0
2026-06-18 11:05:49.300,52.31,-0.126,0
2026-06-18 11:45:10.600,51.82,-0.013,0
2026-06-18 11:12:21.900,43.92,-0.12,0
2026-06-18 10:31:40.100,47.7,-0.054,0
2026-06-18 10:21:10.100,52.53,-0.037,0
2026-06-18 11:52:06.500,56.23,0.109,0
2026-06-18 12:00:51.400,47.26,-0.14,0
2026-06-18 11:37:41.700,43.88,0.078,0
2026-06-18 11:37:58.500,50.72,0.037,0
2026-06-18 10:11:11.700,49.59,0.014,0
2026-06-18 12:30:10.700,90.59,0.918,1
2026-06-18 10:54:33.300,44.14,0.135,0
2026-06-18 11:31:54.000,44.38,-0.077,0
2026-06-18 10:15:07.800,44.67,0.148,0
2026-06-18 10:28:29.300,46.81,0.077,0
2026-06-18 11:03:16.100,49.27,0.071,0
2026-06-18 11:28:10.200,45.44,-0.055,0
2026-06-18 12:05:55.000,54.37,0.1,0
2026-06-18 11:25:12.800,41.41,0.071,0
2026-06-18 11:53:27.100,59.66,0.021,0
2026-06-18 12:43:21.700,82.1,0.925,1
2026-06-18 12:27:05.500,92.53,0.955,1
2026-06-18 10:44:07.700,56.0,0.049,0
2026-06-18 12:31:44.500,82.1,0.452,1
2026-06-18 10:27:39.400,48.05,-0.045,0
2026-06-18 11:24:24.900,49.94,-0.089,0
2026-06-18 11:55:32.300,38.58,0.212,0
2026-06-18 11:14:42.700,50.75,0.159,0
2026-06-18 11:06:56.100,47.25,0.028,0
2026-06-18 10:54:59.000,54.47,-0.18,0
2026-06-18 11:16:37.500,45.89,0.035,0
2026-06-18 11:29:47.100,50.82,0.167,0
2026-06-18 12:22:03.900,73.34,0.638,1
2026-06-18 12:46:19.800,107.34,0.778,1
2026-06-18 11:15:55.200,50.98,-0.031,0
2026-06-18 11:57:04.200,51.86,-0.241,0
2026-06-18 10:18:08.700,45.78,0.062,0
2026-06-18 10:35:32.000,51.24,-0.104,0
2026-06-18 11:46:19.800,53.95,-0.032,0
2026-06-18 10:12:48.400,54.97,-0.089,0
2026-06-18 12:12:25.500,54.16,0.005,0
2026-06-18 11:21:48.300,56.58,-0.311,0
2026-06-18 12:25:35.900,116.5,0.68,1
2026-06-18 10:16:01.000,50.64,-0.024,0
2026-06-18 10:43:18.300,57.79,0.176,0
2026-06-18 10:53:41.300,47.5,0.048,0
2026-06-18 11:08:43.500,53.22,0.019,0
2026-06-18 11:30:48.400,39.05,0.001,0
2026-06-18 12:30:32.200,110.36,0.756,1
2026-06-18 10:32:07.700,45.68,-0.077,0
2026-06-18 11:38:06.500,53.0,0.093,0
2026-06-18 10:01:01.900,51.12,0.142,0
2026-06-18 12:19:12.700,72.67,0.595,1
2026-06-18 11:43:22.800,56.39,-0.128,0
2026-06-18 10:33:47.000,48.56,-0.071,0
2026-06-18 10:31:59.700,61.99,-0.154,0
2026-06-18 12:12:56.800,53.64,0.118,0
2026-06-18 10:48:58.000,50.57,0.003,0
2026-06-18 11:06:11.900,56.49,-0.096,0
2026-06-18 10:35:15.400,53.57,0.14,0
2026-06-18 12:21:30.700,92.05,0.822,1
2026-06-18 12:02:34.700,46.15,0.088,0
2026-06-18 11:46:30.900,47.9,-0.006,0
2026-06-18 12:34:48.200,78.51,0.735,1
2026-06-18 10:18:36.500,50.94,-0.033,0
2026-06-18 10:19:00.400,51.9,0.005,0
2026-06-18 10:29:51.200,48.84,0.171,0
2026-06-18 12:21:44.500,67.94,0.817,1
2026-06-18 10:13:26.100,50.75,-0.056,0
2026-06-18 10:32:21.600,46.34,0.14,0
2026-06-18 10:15:03.900,49.96,0.179,0
2026-06-18 11:25:49.800,46.66,0.061,0
2026-06-18 10:53:21.800,58.76,-0.031,0
2026-06-18 12:25:47.100,110.68,0.753,1
2026-06-18 10:34:14.200,51.76,0.104,0
2026-06-18 12:13:12.400,49.96,0.093,0
2026-06-18 11:04:07.900,49.28,-0.156,0
2026-06-18 11:14:22.900,52.82,-0.098,0
2026-06-18 10:28:53.400,43.78,0.018,0
2026-06-18 10:51:22.500,49.44,-0.005,0
2026-06-18 11:51:26.400,54.68,0.186,0
2026-06-18 12:39:37.000,81.53,0.98,1
2026-06-18 12:39:28.500,79.21,1.123,1
2026-06-18 12:20:55.400,80.1,0.773,1
2026-06-18 11:53:08.500,55.31,-0.246,0
2026-06-18 12:09:56.500,47.05,-0.204,0
2026-06-18 10:00:37.000,50.12,-0.104,0
2026-06-18 11:29:21.300,53.1,-0.006,0
2026-06-18 10:58:33.900,46.24,0.107,0
2026-06-18 11:58:09.300,43.02,0.084,0
2026-06-18 12:37:18.600,84.29,0.679,1
2026-06-18 12:43:45.000,70.5,1.283,1
2026-06-18 10:42:04.700,52.11,-0.074,0
2026-06-18 11:13:36.000,51.54,-0.06,0
2026-06-18 10:18:24.900,60.86,-0.107,0
2026-06-18 12:02:09.100,50.64,-0.186,0
2026-06-18 10:52:35.400,40.21,0.068,0
2026-06-18 12:09:04.000,38.82,0.136,0
2026-06-18 10:53:49.400,43.73,-0.103,0
2026-06-18 10:54:53.400,40.78,0.057,0
2026-06-18 10:22:00.800,50.71,-0.102,0
2026-06-18 10:22:04.500,46.01,-0.082,0
2026-06-18 11:44:14.700,55.54,0.012,0
2026-06-18 11:51:34.100,53.06,-0.053,0
2026-06-18 12:30:13.400,84.48,0.589,1
2026-06-18 11:52:35.300,47.66,0.115,0
2026-06-18 12:18:58.700,70.42,1.011,1
2026-06-18 11:02:46.500,45.62,-0.02,0
2026-06-18 10:32:57.400,54.63,-0.045,0
2026-06-18 12:08:03.100,40.76,-0.022,0
2026-06-18 11:41:20.200,42.07,-0.106,0
2026-06-18 12:13:38.300,84.18,0.797,1
2026-06-18 11:25:06.400,54.15,-0.071,0
2026-06-18 12:21:35.600,99.95,0.604,1
2026-06-18 10:55:19.200,54.94,-0.119,0
2026-06-18 11:50:01.200,44.89,-0.112,0
2026-06-18 11:20:34.900,48.66,0.161,0
2026-06-18 10:01:20.100,47.42,-0.064,0
2026-06-18 10:24:47.800,49.47,-0.054,0
2026-06-18 10:39:11.000,49.17,-0.065,0
2026-06-18 12:25:00.600,112.75,0.262,1
2026-06-18 11:37:08.000,48.26,-0.123,0
2026-06-18 10:47:45.200,38.09,0.042,0
2026-06-18 11:59:37.100,50.82,0.054,0
2026-06-18 10:02:26.700,51.97,0.03,0
2026-06-18 11:43:27.900,53.12,0.107,0
2026-06-18 12:27:06.200,91.62,0.774,1
2026-06-18 12:24:01.900,70.07,0.917,1
2026-06-18 12:32:31.500,126.6,0.81,1
2026-06-18 10:31:48.200,52.23,-0.003,0
2026-06-18 11:08:47.400,42.68,0.136,0
2026-06-18 10:35:27.300,47.9,-0.196,0
2026-06-18 12:11:22.500,54.16,-0.067,0
2026-06-18 10:22:37.800,40.8,-0.044,0
2026-06-18 10:07:45.000,48.76,0.021,0
2026-06-18 10:17:24.100,47.29,0.026,0
2026-06-18 10:06:43.300,35.8,0.014,0
2026-06-18 10:23:23.000,55.59,0.124,0
2026-06-18 12:13:23.900,89.27,0.372,1
2026-06-18 12:00:47.400,46.7,-0.042,0
2026-06-18 11:14:43.000,44.8,0.033,0
2026-06-18 10:08:04.800,47.19,-0.016,0
2026-06-18 10:22:22.300,48.62,0.027,0
2026-06-18 12:45:59.400,99.74,0.569,1
2026-06-18 11:23:57.300,46.46,0.025,0
2026-06-18 10:57:37.300,51.01,-0.115,0
2026-06-18 10:58:20.100,58.12,0.067,0
2026-06-18 10:09:31.400,51.97,-0.072,0
2026-06-18 12:14:22.700,109.79,1.088,1
2026-06-18 12:33:27.300,71.8,0.771,1
2026-06-18 10:44:50.500,50.02,-0.05,0
2026-06-18 11:51:04.200,55.3,-0.119,0
2026-06-18 11:54:48.600,44.24,0.006,0
2026-06-18 11:13:39.000,46.4,-0.077,0
2026-06-18 11:12:30.100,41.58,-0.063,0
2026-06-18 12:20:55.800,97.8,1.053,1
2026-06-18 11:17:11.000,50.19,0.003,0
2026-06-18 10:57:47.200,45.16,-0.027,0
2026-06-18 10:26:18.000,47.77,-0.002,0
2026-06-18 10:52:29.200,49.77,0.129,0
2026-06-18 12:13:08.300,46.96,0.031,0
2026-06-18 11:29:40.300,45.73,0.103,0
2026-06-18 11:57:06.200,47.45,0.248,0
2026-06-18 10:36:54.300,55.64,0.183,0
2026-06-18 11:55:38.800,57.7,0.235,0
2026-06-18 11:17:29.300,44.47,-0.094,0
2026-06-18 10:40:15.700,49.82,-0.009,0
2026-06-18 10:23:06.300,50.56,0.062,0
2026-06-18 11:19:44.300,43.21,-0.114,0
2026-06-18 12:36:49.400,97.46,0.83,1
2026-06-18 11:12:17.400,44.23,-0.127,0
2026-06-18 12:36:13.900,105.25,0.799,1
2026-06-18 10:32:40.500,50.08,0.203,0
2026-06-18 12:20:55.900,90.76,1.137,1
2026-06-18 10:46:35.900,53.7,-0.112,0
2026-06-18 10:48:38.000,52.57,0.025,0
2026-06-18 12:35:16.100,89.49,0.944,1
2026-06-18 10:58:58.400,57.35,0.128,0
2026-06-18 12:37:52.700,77.65,0.631,1
2026-06-18 12:15:04.700,86.51,0.352,1
2026-06-18 12:12:25.400,51.28,0.086,0
2026-06-18 12:15:39.500,82.77,0.853,1
2026-06-18 10:05:19.800,48.14,-0.052,0
2026-06-18 11:08:26.700,47.02,0.117,0
2026-06-18 12:35:20.400,96.83,0.957,1
2026-06-18 11:06:58.000,50.43,-0.071,0
2026-06-18 11:13:58.000,56.29,0.028,0
2026-06-18 12:00:49.600,51.45,0.045,0
2026-06-18 12:23:51.400,91.67,0.719,1
2026-06-18 11:07:04.900,42.66,-0.009,0
2026-06-18 10:06:46.000,53.75,-0.171,0
2026-06-18 11:27:51.000,50.58,-0.136,0
2026-06-18 12:34:50.100,75.37,0.699,1
2026-06-18 12:46:03.600,86.72,1.282,1
2026-06-18 11:13:13.100,50.5,-0.121,0
2026-06-18 10:16:33.200,53.28,0.037,0
2026-06-18 10:20:37.200,52.69,-0.017,0
2026-06-18 12:43:45.900,68.32,1.0,1
2026-06-18 11:55:10.700,53.11,0.035,0
2026-06-18 10:32:30.400,44.28,-0.196,0
2026-06-18 10:12:45.800,53.8,0.058,0
2026-06-18 11:00:20.500,47.56,0.131,0
2026-06-18 11:42:24.200,53.29,0.014,0
2026-06-18 12:44:17.600,106.3,0.783,1
2026-06-18 10:03:12.000,40.1,0.009,0
2026-06-18 10:32:42.400,51.25,0.178,0
2026-06-18 10:21:27.400,43.63,-0.119,0
2026-06-18 10:14:57.200,46.7,0.059,0
2026-06-18 11:02:48.100,42.6,0.072,0
2026-06-18 11:22:14.000,51.82,-0.034,0
2026-06-18 12:19:44.800,56.03,0.959,1
2026-06-18 10:28:39.200,52.13,0.033,0
2026-06-18 12:34:42.000,107.16,1.103,1
2026-06-18 10:16:52.900,44.25,0.012,0
2026-06-18 10:54:18.200,47.19,0.05,0
2026-06-18 10:57:51.900,59.59,-0.021,0
2026-06-18 10:45:20.300,40.33,0.15,0
2026-06-18 10:22:21.800,50.82,-0.075,0
2026-06-18 12:38:20.500,76.71,0.629,1
2026-06-18 12:05:40.300,50.36,0.015,0
2026-06-18 11:46:02.300,48.24,0.046,0
2026-06-18 10:38:45.800,46.11,0.045,0
2026-06-18 11:12:26.400,48.36,-0.102,0
2026-06-18 10:42:24.000,54.64,-0.136,0
2026-06-18 12:36:46.200,74.05,0.702,1
2026-06-18 11:58:08.000,48.43,0.145,0
2026-06-18 11:47:20.900,53.7,0.064,0
2026-06-18 10:35:15.700,47.38,0.064,0
2026-06-18 10:23:34.300,49.78,-0.039,0
2026-06-18 11:17:47.500,47.18,0.014,0
2026-06-18 11:52:25.200,52.38,0.004,0
2026-06-18 10:37:08.500,53.0,-0.091,0
2026-06-18 11:20:58.100,47.96,0.06,0
2026-06-18 11:54:06.400,41.38,-0.096,0
2026-06-18 11:59:11.600,41.69,0.078,0
2026-06-18 11:14:13.200,43.0,0.023,0
2026-06-18 11:38:17.100,48.26,-0.028,0
2026-06-18 11:18:57.400,46.82,-0.026,0
2026-06-18 11:37:06.200,48.16,0.043,0
2026-06-18 10:53:59.600,56.45,-0.172,0
2026-06-18 10:21:03.900,48.21,-0.103,0
2026-06-18 12:06:44.400,45.66,0.031,0
2026-06-18 10:19:59.500,44.09,0.054,0
2026-06-18 10:03:57.600,48.2,0.076,0
2026-06-18 10:24:57.900,52.68,-0.101,0
2026-06-18 12:28:26.700,107.85,0.94,1
2026-06-18 10:32:57.900,50.44,0.09,0
2026-06-18 11:15:27.500,50.15,-0.014,0
2026-06-18 12:18:52.900,46.95,0.743,1
2026-06-18 11:35:18.900,40.69,-0.049,0
2026-06-18 10:38:36.700,43.78,0.014,0
2026-06-18 11:32:11.600,47.13,0.107,0
2026-06-18 12:33:26.700,74.64,0.367,1
2026-06-18 11:40:24.100,53.39,0.154,0
2026-06-18 11:29:01.200,47.68,0.025,0
2026-06-18 11:08:42.800,47.99,0.069,0
2026-06-18 11:17:26.800,43.09,-0.032,0
2026-06-18 10:42:23.600,54.34,-0.105,0
2026-06-18 11:34:03.200,52.11,0.002,0
2026-06-18 12:09:26.900,52.75,-0.07,0
2026-06-18 11:20:21.400,51.89,-0.049,0
2026-06-18 11:11:51.000,42.15,-0.093,0
2026-06-18 10:16:06.000,49.74,-0.139,0
2026-06-18 11:35:11.900,55.42,0.021,0
2026-06-18 11:21:39.300,56.64,0.054,0
2026-06-18 12:44:25.200,91.66,0.941,1
2026-06-18 10:37:05.400,49.33,-0.062,0
2026-06-18 10:19:57.300,45.94,0.161,0
2026-06-18 10:52:10.500,56.21,-0.049,0
2026-06-18 11:00:42.600,43.15,0.068,0
2026-06-18 11:17:06.400,53.44,-0.056,0
2026-06-18 10:25:51.500,59.42,0.051,0
2026-06-18 10:07:48.500,53.33,0.047,0
2026-06-18 11:28:36.700,44.2,0.011,0
2026-06-18 12:09:48.000,41.23,0.005,0
2026-06-18 10:49:13.200,53.4,0.085,0
2026-06-18 12:43:44.100,75.13,0.648,1
2026-06-18 12:41:23.000,93.67,0.774,1
2026-06-18 11:58:51.200,48.54,-0.02,0
2026-06-18 12:25:37.700,61.91,0.763,1
2026-06-18 12:13:53.800,93.19,1.011,1
2026-06-18 10:54:05.000,45.22,0.021,0
2026-06-18 10:53:25.800,52.52,0.003,0
2026-06-18 11:15:59.500,52.27,-0.032,0
2026-06-18 10:55:50.200,39.92,0.054,0
2026-06-18 10:19:36.900,44.59,-0.019,0
2026-06-18 10:24:06.100,52.47,0.107,0
2026-06-18 10:56:05.200,56.25,-0.007,0
2026-06-18 10:10:19.200,46.63,0.086,0
2026-06-18 12:44:50.600,104.16,0.944,1
2026-06-18 11:33:08.700,52.26,0.043,0
2026-06-18 12:29:05.600,108.88,0.834,1
2026-06-18 11:20:05.200,44.98,0.016,0
2026-06-18 10:22:53.500,54.11,-0.043,0
2026-06-18 11:12:41.300,46.2,0.046,0
2026-06-18 10:11:02.900,52.2,-0.116,0
2026-06-18 11:45:40.500,50.96,0.241,0
2026-06-18 10:05:46.000,58.48,0.227,0
2026-06-18 12:14:40.200,98.27,0.739,1
2026-06-18 10:28:43.000,55.16,0.048,0
2026-06-18 10:42:12.400,50.58,0.144,0
2026-06-18 11:07:07.300,43.64,-0.042,0
2026-06-18 11:58:18.900,55.21,0.03,0
2026-06-18 10:42:16.800,46.96,0.01,0
2026-06-18 11:49:42.800,43.08,0.079,0
2026-06-18 11:22:18.600,57.58,0.139,0
2026-06-18 11:26:39.800,41.72,0.058,0
2026-06-18 11:30:26.400,39.94,-0.076,0
2026-06-18 10:05:43.100,56.73,-0.123,0
2026-06-18 10:06:55.000,49.7,0.014,0
2026-06-18 10:38:14.700,50.0,0.053,0
2026-06-18 11:15:55.400,47.31,0.031,0
2026-06-18 11:08:11.900,58.48,0.061,0
2026-06-18 11:20:39.900,51.31,0.073,0
2026-06-18 10:24:47.500,48.2,-0.095,0
2026-06-18 11:00:32.100,44.85,-0.03,0
2026-06-18 10:52:12.600,42.84,-0.133,0
2026-06-18 11:40:27.300,43.85,0.221,0
2026-06-18 11:46:14.400,56.92,-0.277,0
2026-06-18 10:38:08.700,46.13,-0.12,0
2026-06-18 11:45:15.700,51.52,0.04,0
2026-06-18 12:35:52.100,87.54,0.713,1
2026-06-18 10:39:47.000,53.3,0.066,0
2026-06-18 10:07:57.700,56.01,0.163,0
2026-06-18 11:25:11.200,56.74,0.033,0
2026-06-18 12:29:10.200,77.34,0.715,1
2026-06-18 11:03:26.200,48.05,-0.112,0
2026-06-18 10:19:19.600,41.82,-0.002,0
2026-06-18 11:17:12.400,42.07,0.157,0
2026-06-18 11:00:56.700,50.31,-0.102,0
2026-06-18 10:50:32.900,47.52,0.058,0
2026-06-18 10:31:57.300,53.8,0.012,0
2026-06-18 11:11:02.800,52.89,0.022,0
2026-06-18 11:08:04.100,51.0,-0.036,0
2026-06-18 12:40:20.200,85.79,0.966,1
2026-06-18 10:44:38.800,47.52,-0.066,0
2026-06-18 10:00:00.500,48.83,0.029,0
2026-06-18 11:12:20.200,43.44,-0.066,0
2026-06-18 12:28:54.900,71.56,1.248,1
2026-06-18 11:38:26.600,52.19,0.082,0
2026-06-18 10:06:02.900,46.84,0.01,0
2026-06-18 11:59:29.900,45.48,0.268,0
2026-06-18 12:12:35.100,55.98,0.117,0
2026-06-18 12:30:06.700,105.38,0.809,1
2026-06-18 11:43:53.000,53.18,-0.17,0
2026-06-18 10:59:38.400,52.24,0.027,0
2026-06-18 11:55:04.700,52.36,0.253,0
2026-06-18 12:40:26.200,66.16,0.856,1
2026-06-18 10:36:40.800,51.85,-0.039,0
2026-06-18 10:24:49.300,41.89,-0.205,0
2026-06-18 10:49:34.400,50.36,-0.119,0
2026-06-18 11:16:55.000,50.46,0.019,0
2026-06-18 10:05:28.000,45.69,0.17,0
2026-06-18 12:43:44.700,70.32,1.067,1
2026-06-18 10:46:23.400,47.82,0.014,0
2026-06-18 10:41:23.000,43.03,0.11,0
2026-06-18 11:32:02.900,47.9,0.023,0
2026-06-18 12:01:46.700,51.16,-0.006,0
2026-06-18 11:54:02.000,59.94,0.083,0
2026-06-18 12:33:31.300,93.62,0.877,1
2026-06-18 12:17:02.700,93.86,0.513,1
2026-06-18 12:17:18.800,64.88,0.437,1
2026-06-18 10:31:50.000,54.09,-0.058,0
2026-06-18 10:01:46.300,41.3,-0.055,0
2026-06-18 10:13:15.600,49.79,-0.09,0
2026-06-18 11:27:30.600,47.71,0.029,0
2026-06-18 12:39:31.900,79.79,0.6,1
2026-06-18 11:42:47.600,51.67,-0.012,0
2026-06-18 11:46:22.400,56.33,0.181,0
2026-06-18 10:39:24.700,47.73,0.029,0
2026-06-18 10:20:06.100,43.37,0.006,0
2026-06-18 10:46:17.800,51.35,0.037,0
2026-06-18 11:25:58.200,51.38,-0.003,0
2026-06-18 12:24:58.600,79.4,1.206,1
2026-06-18 12:21:35.200,78.0,0.631,1
2026-06-18 11:44:18.800,44.09,-0.063,0
2026-06-18 10:41:15.900,44.66,0.074,0
2026-06-18 10:04:04.900,46.55,-0.035,0
2026-06-18 10:47:44.900,50.5,0.053,0
2026-06-18 12:26:26.300,72.86,0.896,1
2026-06-18 12:15:55.600,65.63,0.864,1
2026-06-18 10:40:59.300,49.32,0.001,0
2026-06-18 10:06:04.300,49.82,-0.046,0
2026-06-18 10:42:32.700,42.57,0.016,0
2026-06-18 12:06:13.700,51.87,0.184,0
2026-06-18 10:31:21.400,59.8,0.01,0
2026-06-18 11:05:56.600,47.22,0.069,0
2026-06-18 12:43:02.100,94.5,0.624,1
2026-06-18 12:16:29.600,79.26,0.799,1
2026-06-18 11:18:01.000,46.06,-0.06,0
2026-06-18 12:39:08.400,85.96,0.972,1
2026-06-18 12:39:26.100,80.34,0.931,1
2026-06-18 11:56:12.300,55.83,-0.078,0
2026-06-18 10:39:13.600,41.1,0.073,0
2026-06-18 11:27:38.800,47.18,-0.135,0
2026-06-18 12:16:21.500,70.93,0.66,1
2026-06-18 10:21:55.800,42.28,0.104,0
2026-06-18 10:29:13.900,48.03,-0.117,0
2026-06-18 10:50:55.800,53.47,-0.05,0
2026-06-18 12:24:43.500,126.06,0.632,1
2026-06-18 11:07:46.200,41.1,0.013,0
2026-06-18 10:57:43.800,49.17,-0.002,0
2026-06-18 12:38:35.500,54.39,0.608,1
2026-06-18 10:18:32.600,44.91,0.063,0
2026-06-18 11:18:50.500,46.31,0.018,0
2026-06-18 12:28:05.300,88.35,1.128,1
2026-06-18 10:05:23.600,55.04,-0.202,0
2026-06-18 10:06:16.000,51.61,0.007,0
2026-06-18 12:11:24.800,58.17,0.098,0
2026-06-18 10:59:45.400,52.51,-0.037,0
2026-06-18 11:26:02.700,35.52,-0.175,0
2026-06-18 12:19:11.500,69.23,0.503,1
2026-06-18 12:05:43.900,47.21,0.056,0
2026-06-18 10:56:02.300,44.27,0.055,0
2026-06-18 11:33:17.200,48.65,-0.045,0
2026-06-18 11:26:59.600,51.06,0.088,0
2026-06-18 10:29:31.900,53.44,-0.135,0
2026-06-18 10:42:50.600,43.52,0.027,0
2026-06-18 10:03:51.800,47.21,-0.2,0
2026-06-18 11:24:29.400,52.34,0.023,0
2026-06-18 11:30:54.800,57.42,-0.024,0
2026-06-18 12:12:36.600,41.83,0.035,0
2026-06-18 11:08:23.900,46.42,0.188,0
2026-06-18 12:25:56.000,101.39,0.716,1
2026-06-18 12:22:02.200,111.67,0.728,1
2026-06-18 12:02:21.000,47.24,0.075,0
2026-06-18 11:08:34.600,46.37,-0.234,0
2026-06-18 10:09:27.300,64.12,0.078,0
2026-06-18 11:20:59.300,52.99,-0.058,0
2026-06-18 12:16:45.100,80.32,0.93,1
2026-06-18 11:48:30.300,44.47,-0.106,0
2026-06-18 12:10:49.500,42.64,0.038,0
2026-06-18 11:30:07.500,51.47,-0.097,0
2026-06-18 11:27:07.500,46.48,-0.188,0
2026-06-18 11:28:21.000,39.98,-0.061,0
2026-06-18 11:53:48.000,53.4,-0.05,0
2026-06-18 11:54:31.600,53.18,0.098,0
2026-06-18 11:15:15.000,57.13,0.041,0
2026-06-18 10:20:25.600,54.08,0.016,0
2026-06-18 11:02:17.100,61.88,-0.01,0
2026-06-18 10:43:47.400,43.75,-0.041,0
2026-06-18 11:52:00.500,43.75,0.022,0
2026-06-18 12:11:14.000,55.4,-0.013,0
2026-06-18 12:12:44.000,50.3,0.079,0
2026-06-18 12:17:43.500,95.75,0.809,1
2026-06-18 10:11:17.800,54.12,0.013,0
2026-06-18 11:07:12.900,41.4,-0.075,0
2026-06-18 12:21:59.500,72.05,1.055,1
2026-06-18 10:11:59.900,42.6,0.141,0
2026-06-18 11:51:46.900,53.37,-0.103,0
2026-06-18 10:27:56.000,46.85,0.06,0
2026-06-18 12:03:32.300,44.9,0.208,0
2026-06-18 10:56:11.300,54.53,0.243,0
2026-06-18 10:30:29.800,49.39,0.1,0
2026-06-18 12:18:11.000,86.03,0.54,1
2026-06-18 11:41:51.200,46.43,0.195,0
2026-06-18 10:01:52.700,46.23,0.104,0
2026-06-18 12:04:58.700,57.86,0.075,0
2026-06-18 11:38:29.200,45.58,-0.233,0
2026-06-18 12:22:56.400,83.93,0.886,1
2026-06-18 12:11:27.900,44.39,0.027,0
2026-06-18 12:25:10.700,102.66,0.858,1
2026-06-18 12:28:32.100,80.76,0.901,1
2026-06-18 10:28:05.900,53.35,-0.251,0
2026-06-18 11:08:46.700,46.96,-0.065,0
2026-06-18 10:55:09.200,46.04,0.112,0
2026-06-18 10:33:49.200,55.18,-0.15,0
2026-06-18 11:27:53.500,50.88,0.037,0
2026-06-18 11:39:00.500,52.33,-0.085,0
2026-06-18 11:35:28.600,52.78,0.105,0
2026-06-18 10:01:02.200,59.41,0.131,0
2026-06-18 11:43:02.100,51.46,-0.008,0
2026-06-18 11:20:01.400,50.47,0.003,0
2026-06-18 12:01:29.500,50.91,-0.028,0
2026-06-18 11:14:41.800,49.44,-0.016,0
2026-06-18 11:34:11.800,47.26,-0.158,0
2026-06-18 12:08:24.600,56.1,0.087,0
2026-06-18 11:51:51.600,52.9,0.017,0
2026-06-18 11:45:43.500,46.64,-0.041,0
2026-06-18 11:44:10.000,49.98,-0.005,0
2026-06-18 10:29:59.900,55.16,0.049,0
2026-06-18 11:45:51.100,50.82,0.17,0
2026-06-18 11:02:22.500,46.98,0.026,0
2026-06-18 11:46:02.600,50.29,0.121,0
2026-06-18 10:27:51.500,49.32,-0.141,0
2026-06-18 12:25:38.000,95.02,0.805,1
2026-06-18 12:14:38.400,66.16,0.563,1
2026-06-18 12:44:06.800,109.13,0.857,1
2026-06-18 10:43:36.600,50.71,0.034,0
2026-06-18 11:07:34.100,55.9,0.001,0
2026-06-18 12:33:23.700,90.86,0.983,1
2026-06-18 12:32:41.100,78.64,0.793,1
2026-06-18 10:06:11.800,49.09,0.096,0
2026-06-18 10:48:15.300,44.04,0.014,0
2026-06-18 11:05:55.600,49.04,0.172,0
2026-06-18 10:31:50.100,48.83,0.071,0
2026-06-18 12:38:16.600,62.59,0.765,1
2026-06-18 12:08:23.200,46.37,-0.095,0
2026-06-18 10:12:12.600,55.89,-0.088,0
2026-06-18 11:27:26.500,53.83,-0.065,0
2026-06-18 10:06:46.300,51.59,-0.037,0
2026-06-18 10:28:57.900,49.44,0.007,0
2026-06-18 11:24:11.900,50.59,-0.15,0
2026-06-18 12:13:07.700,47.78,0.099,0
2026-06-18 10:51:27.300,47.05,0.166,0
2026-06-18 12:02:30.400,46.01,-0.042,0
2026-06-18 10:40:56.700,46.97,-0.059,0
2026-06-18 11:40:54.800,60.26,0.083,0
2026-06-18 10:13:15.300,43.05,-0.085,0
2026-06-18 10:41:42.200,53.88,0.015,0
