Timestamp,CAN_ID,DLC,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,Flag
1513700594.8118963,018F,8,174,4,60,232,55,101,162,118,R
1513704023.1804636,0316,8,205,231,252,229,230,225,230,207,T
1513704623.4924698,0316,8,234,210,235,254,244,206,204,209,T
1513701609.2321846,02A0,8,137,79,124,152,221,39,220,175,R
1513703594.2718854,018F,8,248,115,217,53,123,143,84,181,R
1513704280.1856036,0316,8,208,217,249,230,234,203,210,206,T
1513701222.2244444,018F,8,167,179,23,186,20,242,179,102,R
1513702596.0519211,02A0,8,131,16,24,7,184,117,104,26,R
1513703753.9750795,018F,8,58,238,127,220,184,91,152,77,R
1513703368.5673714,018F,8,248,233,210,25,145,62,39,36,R
1513703575.2715054,02A0,8,71,100,124,36,146,28,25,247,R
1513700274.3054862,018F,8,26,88,136,40,47,11,137,5,R
1513701105.5221105,02A0,8,181,133,49,240,81,247,212,130,R
1513702087.041741,0260,8,0,44,13,84,192,141,137,183,R
1513700285.1057022,0329,8,45,178,189,162,80,237,169,44,R
1513703043.2608652,018F,8,152,233,221,174,169,113,91,235,R
1513702773.9554791,0316,8,114,145,0,123,139,154,248,173,R
1513703020.7604153,0316,8,253,86,93,141,184,15,60,12,R
1513703224.2644854,0329,8,137,62,97,134,220,231,11,198,R
1513704656.393128,0316,8,219,235,242,211,218,201,218,254,T
1513704994.099882,031A,8,135,43,235,233,6,114,134,1,T
1513702166.7433348,018F,8,57,183,19,225,129,72,44,14,R
1513703767.9753594,0316,8,87,253,249,188,165,234,75,84,R
1513701714.0342808,018F,8,174,116,190,85,165,136,212,99,R
1513702803.556071,0260,8,228,58,74,169,73,94,245,207,R
1513704309.4861898,0316,8,254,225,243,210,229,231,238,201,T
1513704317.0863416,0316,8,220,200,216,218,207,235,203,225,T
1513702720.754415,018F,8,147,177,249,144,12,93,0,7,R
1513700503.3100662,018F,8,226,101,249,49,213,123,132,175,R
1513704978.699574,0000,8,0,0,0,0,0,0,0,0,T
1513702253.245065,0316,8,246,183,17,162,225,44,127,156,R
1513703653.7730756,0260,8,170,174,213,179,211,75,193,160,R
1513703596.3719275,0316,8,97,134,91,0,197,160,254,51,R
1513701460.0292006,0329,8,169,122,29,6,167,60,236,141,R
1513701586.2317247,0329,8,245,167,186,12,45,239,96,228,R
1513703647.8729575,018F,8,6,89,172,58,160,65,112,133,R
1513700764.1152823,0329,8,23,205,144,114,94,3,49,107,R
1513703995.7799156,018F,8,248,223,202,81,142,111,23,15,R
1513703448.1689634,0260,8,118,137,201,184,172,71,25,127,R
1513702015.640313,0260,8,212,219,8,12,79,238,110,233,R
1513701230.2246046,0316,8,150,233,72,33,106,161,154,207,R
1513704363.1872637,0316,8,247,216,213,234,251,231,250,219,T
1513704464.6892939,0E47,8,33,16,18,178,29,76,243,241,T
1513703147.5629513,0260,8,65,56,127,72,240,185,163,178,R
1513704342.1868436,0000,8,0,0,0,0,0,0,0,0,T
1513704202.9840596,0671,8,141,250,24,77,254,206,124,252,T
1513701264.5252905,0260,8,68,5,205,15,59,141,32,247,R
1513700237.704754,02A0,8,191,147,27,13,171,225,76,222,R
1513702764.4552891,02A0,8,140,125,200,164,24,168,211,63,R
1513704313.7862756,0FBD,8,14,132,58,39,207,182,150,109,T
1513702638.1527631,02A0,8,44,86,38,199,132,227,82,89,R
1513704133.6826737,0000,8,0,0,0,0,0,0,0,0,T
1513700806.7161343,0316,8,130,85,107,164,120,229,145,83,R
1513704496.6899338,0316,8,210,231,228,248,224,204,234,225,T
1513703204.1640832,0329,8,23,215,205,186,29,187,181,191,R
1513702705.4541092,0329,8,95,204,5,189,86,191,35,114,R
1513702765.5553112,02A0,8,64,38,234,27,172,142,44,179,R
1513704391.5878317,02CB,8,197,153,243,97,222,82,115,179,T
1513700218.204364,0316,8,68,183,8,235,197,155,172,25,R
1513703826.4765296,0329,8,155,161,202,176,87,166,91,218,R
1513703348.6669734,0316,8,97,97,44,77,53,144,232,125,R
1513704834.0966818,0316,8,209,205,245,212,203,213,240,209,T
1513702908.3581672,018F,8,73,173,144,62,35,113,86,40,R
1513702806.2561252,0316,8,55,114,242,222,169,86,88,18,R
1513702838.9567792,0329,8,118,91,200,189,9,136,8,239,R
1513704519.190384,0000,8,0,0,0,0,0,0,0,0,T
1513703299.7659953,0329,8,100,203,146,121,237,22,148,43,R
1513704571.4914298,0000,8,0,0,0,0,0,0,0,0,T
1513703034.9606993,02A0,8,147,179,164,168,184,137,95,211,R
1513700307.8061562,02A0,8,61,83,153,55,119,89,149,119,R
1513704195.7839158,0316,8,223,218,245,225,224,200,217,235,T
1513703136.8627372,02A0,8,200,74,27,25,251,60,254,57,R
1513701305.1261024,02A0,8,105,236,219,71,119,51,196,180,R
1513704508.6901739,0000,8,0,0,0,0,0,0,0,0,T
1513700640.8128161,02A0,8,162,250,84,62,99,65,242,38,R
1513700647.5129502,0260,8,129,235,94,65,176,216,229,239,R
1513704420.1884038,0000,8,0,0,0,0,0,0,0,0,T
1513704367.6873538,05CF,8,140,210,8,172,217,58,38,135,T
1513702693.353867,0260,8,93,181,36,34,146,190,180,105,R
1513704468.98938,066D,8,248,175,28,52,80,27,243,141,T
1513701854.1370828,0329,8,163,157,114,22,38,72,83,98,R
1513702491.249825,02A0,8,215,147,29,159,152,209,222,48,R
1513700244.9048982,018F,8,124,195,144,208,219,93,167,214,R
1513703505.0701015,0260,8,84,20,72,50,157,45,3,2,R
1513703241.8648374,0316,8,150,84,185,128,178,98,58,133,R
1513700772.3154464,02A0,8,175,105,118,31,247,211,119,144,R
1513703078.7615752,02A0,8,99,169,223,165,193,77,108,37,R
1513700171.203424,0329,8,130,190,34,179,214,123,155,251,R
1513704638.7927759,0316,8,229,243,240,225,200,248,201,248,T
1513703024.1604831,0260,8,171,131,56,155,89,85,51,21,R
1513704409.1881838,0316,8,222,200,213,231,254,237,200,214,T
1513702873.157463,0316,8,58,117,106,18,21,234,98,152,R
1513704345.3869078,0000,8,0,0,0,0,0,0,0,0,T
1513701762.0352407,02A0,8,119,92,221,92,172,179,16,34,R
1513702517.050341,02A0,8,33,73,218,131,165,252,167,252,R
1513703303.6660733,0260,8,246,116,129,240,159,230,252,83,R
1513701826.0365207,0316,8,47,217,114,132,131,228,32,80,R
1513700520.8104162,0329,8,96,223,91,23,169,27,221,253,R
1513701649.3329866,018F,8,20,181,186,68,6,75,104,202,R
1513704573.2914658,0640,8,41,137,76,230,245,170,49,84,T
1513700822.8164563,0260,8,15,167,20,179,100,7,249,205,R
1513704919.898398,0000,8,0,0,0,0,0,0,0,0,T
1513701818.1363628,0260,8,192,56,70,21,118,117,10,195,R
1513700798.7159743,0260,8,12,118,211,101,20,195,76,81,R
1513704722.8944578,0000,8,0,0,0,0,0,0,0,0,T
1513704414.1882837,0000,8,0,0,0,0,0,0,0,0,T
1513703377.8675573,0260,8,152,149,236,193,74,80,160,12,R
1513701720.1344028,0260,8,165,22,201,109,188,148,241,130,R
1513704881.297626,0B68,8,9,75,83,254,101,132,129,216,T
1513702035.040701,018F,8,93,218,224,143,120,107,94,131,R
1513701637.6327527,0260,8,85,14,247,108,20,90,15,248,R
1513704677.9935598,0645,8,129,138,245,12,83,219,112,233,T
1513700826.0165203,018F,8,85,207,55,239,180,176,62,143,R
1513704444.9888997,0316,8,233,250,249,247,200,215,242,235,T
1513701814.9362986,0329,8,91,30,75,44,151,62,172,27,R
1513704016.6803336,0000,8,0,0,0,0,0,0,0,0,T
1513701692.4338486,0316,8,62,243,180,145,164,234,60,178,R
1513703627.5725515,0260,8,34,163,130,105,164,209,138,11,R
1513703079.0615811,0260,8,208,224,89,121,17,91,80,48,R
1513701704.3340867,018F,8,163,200,247,163,130,252,184,107,R
1513701725.0345006,0316,8,169,199,135,211,16,206,234,175,R
1513703975.4795096,0316,8,174,100,115,216,251,248,198,219,R
1513703490.2698054,02A0,8,193,205,41,115,109,22,244,119,R
1513700445.7089143,02A0,8,52,205,218,194,48,194,204,88,R
1513700604.1120822,018F,8,181,180,113,73,203,240,213,45,R
1513702091.9418387,02A0,8,181,195,110,150,253,190,184,252,R
1513702842.2568452,0316,8,28,2,121,159,107,20,185,168,R
1513702108.2421649,0316,8,13,143,235,151,49,199,238,25,R
1513702194.2438848,02A0,8,12,139,205,9,171,186,135,151,R
1513703744.5748916,02A0,8,95,64,217,60,28,217,47,236,R
1513701383.8276765,0260,8,79,25,96,14,52,228,19,132,R
1513701308.0261605,0329,8,19,73,225,191,21,148,224,79,R
1513703224.1644833,018F,8,50,57,110,167,22,46,152,114,R
1513702871.8574371,018F,8,168,196,61,76,193,120,179,26,R
1513703651.0730214,0329,8,172,126,197,103,63,2,204,74,R
1513704504.1900837,0000,8,0,0,0,0,0,0,0,0,T
1513703934.7786956,0260,8,142,187,27,83,250,219,23,217,R
1513703459.2691853,02A0,8,252,42,227,143,181,46,1,124,R
1513702413.8482769,0316,8,76,209,193,145,30,19,92,185,R
1513704753.5950718,0316,8,226,223,235,227,200,242,216,215,T
1513703784.8756976,018F,8,35,61,0,113,63,98,122,100,R
1513703518.3703673,0260,8,29,200,81,163,67,116,9,118,R
1513700588.2117643,0260,8,142,84,139,114,170,96,184,231,R
1513702292.845857,0260,8,249,197,219,73,223,56,137,207,R
1513701311.4262285,0260,8,102,185,222,93,165,45,125,124,R
1513703197.6639533,0260,8,198,254,105,183,181,115,132,158,R
1513700622.2124443,0260,8,33,214,137,228,238,0,65,114,R
1513704776.295526,0000,8,0,0,0,0,0,0,0,0,T
1513701391.3278265,0316,8,234,142,112,126,162,80,26,20,R
1513704807.1961439,0000,8,0,0,0,0,0,0,0,0,T
1513700741.2148242,02A0,8,90,138,190,105,48,164,105,137,R
1513702114.042281,02A0,8,190,206,60,142,183,55,249,102,R
1513703747.8749576,02A0,8,37,195,105,123,136,20,106,102,R
1513703616.0723214,0316,8,222,166,195,1,84,66,18,128,R
1513700543.310866,0329,8,164,70,85,203,135,184,209,27,R
1513700639.4127882,0260,8,21,175,159,25,119,5,173,182,R
1513704291.5858316,0000,8,0,0,0,0,0,0,0,0,T
1513701795.8359168,0329,8,229,192,130,9,243,221,121,121,R
1513700156.703134,0260,8,172,3,85,127,217,223,215,109,R
1513702383.847677,02A0,8,104,196,51,221,113,239,118,67,R
1513702716.7543352,018F,8,253,223,163,102,127,114,132,248,R
1513704919.49839,0316,8,246,227,234,225,250,231,216,222,T
1513700965.7193143,02A0,8,248,82,95,64,192,253,66,57,R
1513701863.9372787,018F,8,45,231,222,220,94,82,174,147,R
1513704203.1840637,0000,8,0,0,0,0,0,0,0,0,T
1513701860.0372007,018F,8,183,77,16,188,179,80,183,189,R
1513704034.1806836,0316,8,215,201,207,226,231,201,203,251,T
1513702487.549751,0316,8,48,135,22,174,149,60,248,211,R
1513700456.8091362,02A0,8,192,154,100,59,42,192,54,108,R
1513701240.7248144,0329,8,144,130,134,204,168,232,150,36,R
1513702824.5564911,02A0,8,181,41,215,218,85,89,248,187,R
1513701630.6326127,0329,8,54,143,36,172,85,38,168,21,R
1513701386.7277346,018F,8,67,94,132,86,225,78,194,18,R
1513703004.0600812,0316,8,164,165,83,186,72,94,70,234,R
1513701249.1249826,018F,8,243,8,89,129,121,223,41,108,R
1513703299.5659914,0316,8,216,19,228,83,131,8,21,203,R
1513700353.607072,0329,8,225,95,243,69,181,96,7,113,R
1513702828.8565772,02A0,8,249,135,194,130,129,160,108,241,R
1513700485.2097042,0329,8,33,124,56,2,5,47,101,191,R
1513702708.454169,0316,8,174,106,248,17,217,15,186,244,R
1513700780.6156123,02A0,8,164,37,77,133,249,220,62,252,R
1513704327.6865537,04F9,8,40,237,82,1,34,166,104,156,T
1513702574.451489,0260,8,70,26,161,68,167,221,39,232,R
1513701317.1263425,018F,8,155,15,106,25,177,53,91,205,R
1513700935.2187045,0260,8,233,41,233,198,179,173,216,253,R
1513700219.604392,0316,8,129,144,51,44,36,169,43,208,R
1513703064.8612971,02A0,8,46,238,155,100,141,22,122,20,R
1513702629.352587,0329,8,179,225,116,67,171,42,241,168,R
1513700505.8101163,0260,8,213,48,199,235,84,135,121,179,R
1513704468.2893658,0316,8,232,240,206,240,225,205,220,245,T
1513700271.705434,0260,8,49,92,123,53,133,176,150,219,R
1513702774.255485,018F,8,110,180,68,102,112,142,118,100,R
1513702190.9438188,018F,8,79,209,187,160,191,96,46,220,R
1513703568.7713754,0316,8,130,162,70,149,241,71,252,236,R
1513701644.7328947,018F,8,114,206,65,99,219,205,11,29,R
1513702019.2403848,02A0,8,220,139,112,21,67,88,113,71,R
1513703299.6659932,0260,8,188,189,219,118,87,237,35,86,R
1513703010.860217,0329,8,237,140,30,109,48,112,65,70,R
1513700222.7044542,0316,8,195,70,136,143,132,97,123,150,R
1513700471.5094302,0260,8,166,137,1,62,15,36,15,253,R
1513701854.5370908,018F,8,56,97,196,206,96,151,178,86,R
1513701442.2288446,02A0,8,220,131,20,96,222,118,219,99,R
1513703181.7636352,02A0,8,98,116,92,12,117,189,58,142,R
1513703619.0723815,018F,8,192,101,149,179,196,182,188,89,R
1513701096.6219325,0316,8,40,200,216,49,89,236,89,188,R
1513703929.3785875,02A0,8,149,46,165,46,41,20,12,17,R
1513703519.7703955,0316,8,122,113,214,92,155,200,32,112,R
1513703896.8779376,0329,8,21,118,237,177,29,150,106,196,R
1513703625.1725035,0260,8,27,164,243,209,165,210,121,67,R
1513703178.5635712,0260,8,247,240,161,201,46,173,162,102,R
1513700468.6093721,0316,8,165,120,229,98,89,2,129,4,R
1513702820.3564072,0260,8,112,20,249,85,209,12,166,129,R
1513704217.2843456,0000,8,0,0,0,0,0,0,0,0,T
1513704979.899598,0316,8,222,200,241,247,217,226,200,245,T
1513701987.0397408,0329,8,106,5,234,4,193,47,197,141,R
1513704683.1936638,0316,8,246,244,201,238,254,254,220,201,T
1513701603.8320765,0260,8,86,186,161,52,225,46,151,60,R
1513704989.899798,0316,8,225,211,231,234,240,209,215,200,T
1513702082.2416449,018F,8,226,59,9,42,103,71,41,116,R
1513704298.0859618,0000,8,0,0,0,0,0,0,0,0,T
1513702805.7561152,0329,8,27,201,188,205,252,22,166,101,R
1513703881.4776297,0329,8,210,202,196,76,245,159,34,166,R
1513701275.2255044,0260,8,175,145,130,92,100,132,8,203,R
1513702042.0408409,02A0,8,65,50,78,45,135,133,186,117,R
1513700054.801096,0329,8,234,12,100,160,23,107,10,16,R
1513702672.853457,02A0,8,101,167,111,161,6,174,47,28,R
1513701146.1229224,0260,8,138,214,24,139,64,3,179,126,R
1513702689.453789,0260,8,181,161,9,49,144,82,187,68,R
1513702300.046001,02A0,8,134,0,59,193,47,73,83,247,R
1513702589.4517891,0329,8,52,228,9,100,221,126,185,59,R
1513701499.1299827,02A0,8,183,159,93,60,188,75,98,191,R
1513703221.5644312,0260,8,221,180,154,102,213,171,139,227,R
1513701341.7268345,02A0,8,221,151,114,182,246,28,53,178,R
1513700110.802216,02A0,8,18,16,68,166,209,116,245,250,R
1513700884.0176804,02A0,8,123,43,52,13,198,91,51,244,R
1513700889.2177844,02A0,8,46,83,88,44,64,245,193,5,R
1513700484.0096803,0260,8,217,195,142,242,110,57,77,157,R
1513700528.610572,0260,8,122,68,38,134,159,3,148,233,R
1513704263.6852736,0316,8,203,244,239,203,225,249,243,208,T
1513704869.897398,0000,8,0,0,0,0,0,0,0,0,T
1513702283.345667,0329,8,226,134,190,9,20,93,235,197,R
1513701058.8211765,02A0,8,112,133,160,127,49,219,202,227,R
1513702234.144683,0329,8,244,237,113,126,126,15,187,39,R
1513703834.3766875,0329,8,177,229,17,244,193,158,149,60,R
1513702246.644933,0329,8,60,160,82,100,194,55,188,100,R
1513701201.5240304,0329,8,67,244,171,170,142,140,224,196,R
1513703221.0644212,02A0,8,9,234,31,185,83,58,208,242,R
1513704374.7874959,0000,8,0,0,0,0,0,0,0,0,T
1513704467.2893457,0B3E,8,124,70,217,67,85,105,239,97,T
1513704394.4878898,0316,8,247,220,232,205,226,202,240,205,T
1513703675.1735034,018F,8,75,59,113,38,229,71,151,184,R
1513702000.1400027,02A0,8,237,205,76,150,7,12,251,128,R
1513700088.201764,0316,8,194,207,237,157,243,92,172,78,R
1513702176.7435348,0260,8,74,241,15,41,129,90,212,178,R
1513701504.7300947,02A0,8,61,60,201,117,224,7,37,105,R
1513704085.8817177,00E7,8,134,163,32,227,237,207,67,247,T
1513703826.0765216,0329,8,211,134,38,0,130,50,141,136,R
1513703388.0677614,02A0,8,237,204,230,199,2,178,135,219,R
1513704544.4908898,04D1,8,153,149,107,80,208,33,216,163,T
1513702715.454309,018F,8,146,26,22,193,31,64,175,98,R
1513701459.5291905,018F,8,124,163,206,188,101,66,203,160,R
1513704071.0814216,0316,8,208,240,233,244,202,235,232,229,T
1513701235.3247066,0316,8,139,30,158,170,185,49,246,97,R
1513704398.8879778,0316,8,211,238,243,202,234,209,235,236,T
1513702429.348587,0329,8,162,205,108,79,216,85,32,188,R
1513703359.1671834,0260,8,234,227,90,114,215,163,174,122,R
1513701453.7290745,02A0,8,149,240,162,212,156,112,144,155,R
1513704594.2918859,03E8,8,149,82,38,119,138,9,23,85,T
1513700997.0199404,0260,8,1,149,93,56,242,99,2,22,R
1513703487.7697554,02A0,8,90,12,248,77,159,165,24,53,R
1513702647.1529431,0260,8,75,161,146,218,2,231,126,229,R
1513703347.8669574,0316,8,89,183,73,161,13,99,246,114,R
1513700106.7021341,0329,8,168,180,109,177,142,105,247,126,R
1513703703.0740614,02A0,8,14,253,86,152,40,254,95,240,R
1513702945.3589072,02A0,8,228,87,182,239,163,64,208,235,R
1513703858.8771775,0316,8,220,10,5,80,239,126,167,127,R
1513704473.9894798,0316,8,241,205,247,219,203,251,246,238,T
1513703788.7757754,0316,8,182,159,26,212,37,93,202,82,R
1513704449.6889937,0DA3,8,66,72,160,219,121,46,104,161,T
1513702335.7467148,018F,8,161,77,179,62,60,55,126,68,R
1513704242.1848438,0571,8,52,43,85,85,4,68,71,246,T
1513703497.2699454,0260,8,129,168,129,194,170,103,185,103,R
1513703060.3612072,0329,8,252,146,224,216,1,144,31,119,R
1513700558.1111622,0260,8,229,116,4,120,69,34,15,158,R
1513700400.408008,0260,8,120,91,213,238,146,180,247,173,R
1513701033.5206704,0260,8,85,197,207,189,214,8,106,226,R
1513704417.5883517,0316,8,228,244,233,252,231,217,242,224,T
1513703741.2748256,0316,8,142,187,124,163,99,36,155,130,R
1513704134.4826896,0316,8,236,202,214,227,244,237,231,237,T
1513704600.2920058,0000,8,0,0,0,0,0,0,0,0,T
1513704665.893318,0000,8,0,0,0,0,0,0,0,0,T
1513703700.5740116,0316,8,222,35,80,86,13,178,107,124,R
1513704869.697394,0316,8,244,250,230,227,208,233,238,202,T
1513701989.2397847,018F,8,126,186,139,16,149,105,13,40,R
1513704078.2815657,0316,8,230,242,229,210,200,246,226,229,T
1513700107.102142,0260,8,143,221,188,254,67,103,79,158,R
1513703569.7713954,0260,8,22,103,20,205,195,71,17,201,R
1513703743.4748695,0260,8,35,64,187,148,20,197,205,113,R
1513703217.4643493,0329,8,81,169,185,34,87,244,106,66,R
1513702942.8588572,018F,8,126,113,77,97,29,200,118,232,R
1513703034.1606832,018F,8,50,6,15,29,61,164,141,175,R
1513704949.898998,0316,8,252,229,201,205,215,220,242,205,T
1513700462.1092422,0329,8,174,20,142,247,99,96,208,248,R
1513701754.2350848,02A0,8,203,153,82,241,217,87,190,169,R
1513700122.00244,018F,8,165,105,215,145,154,168,71,219,R
1513701163.0232604,0260,8,126,188,155,44,137,143,158,9,R
1513703143.7628753,018F,8,93,52,57,218,228,115,248,45,R
1513701285.1257026,02A0,8,77,113,131,199,225,91,55,1,R
1513701493.3298666,0329,8,8,77,173,32,57,78,221,93,R
1513702776.7555351,0329,8,172,226,77,108,153,184,210,6,R
1513704343.2868657,0000,8,0,0,0,0,0,0,0,0,T
1513700177.00354,0260,8,3,20,158,148,231,24,230,142,R
1513703491.8698373,0329,8,15,152,36,106,7,170,12,218,R
1513703783.3756676,0329,8,152,3,42,133,253,128,117,250,R
1513704072.7814555,0000,8,0,0,0,0,0,0,0,0,T
1513703384.5676913,0260,8,196,83,74,25,43,183,146,251,R
1513704159.8831975,0DA1,8,30,120,237,238,113,145,176,99,T
1513704903.99808,0000,8,0,0,0,0,0,0,0,0,T
1513700562.211244,0260,8,203,70,172,91,134,104,64,244,R
1513701601.2320247,0329,8,172,121,130,174,176,2,2,220,R
1513702206.1441228,02A0,8,226,231,133,198,205,16,188,154,R
1513702111.8422368,0260,8,63,184,200,92,203,48,233,100,R
1513704295.8859177,0529,8,86,151,75,92,228,19,180,210,T
1513703204.7640953,0316,8,21,68,106,252,168,86,81,239,R
1513703170.7634153,018F,8,81,75,110,22,56,181,124,177,R
1513703601.4720294,02A0,8,85,183,60,130,219,67,61,242,R
1513700034.700694,018F,8,90,129,162,209,205,19,209,9,R
1513700203.2040641,0329,8,223,65,31,44,8,29,83,165,R
1513700617.4123483,0316,8,207,57,85,231,190,176,254,106,R
1513703617.8723574,0260,8,65,220,10,196,111,197,225,85,R
1513700100.50201,0329,8,153,34,78,66,86,156,33,96,R
1513704588.9917798,0B3E,8,183,235,133,212,186,242,105,103,T
1513702845.9569192,0329,8,63,243,197,216,204,230,16,14,R
1513701069.4213884,0329,8,87,34,197,80,93,114,71,169,R
1513700013.800276,02A0,8,93,74,189,61,93,94,151,54,R
1513702020.7404149,0260,8,221,92,200,236,50,150,68,13,R
1513704092.0818417,0316,8,233,200,206,234,210,207,243,228,T
1513700882.6176524,0316,8,76,13,153,179,84,43,211,138,R
1513702941.1588233,018F,8,152,78,212,235,241,175,15,156,R
1513700698.7139742,0329,8,205,48,34,156,87,227,168,108,R
1513703770.9754195,02A0,8,190,81,243,166,165,83,75,76,R
1513704583.3916678,0316,8,212,243,239,248,229,239,240,240,T
1513702268.245365,0329,8,101,173,112,99,54,241,20,132,R
1513704251.9850397,0685,8,222,232,43,89,13,146,105,230,T
1513704490.8898177,0000,8,0,0,0,0,0,0,0,0,T
1513701455.7291145,02A0,8,100,79,186,60,75,221,235,3,R
1513702785.655713,0316,8,220,21,154,96,41,232,143,181,R
1513701358.2271645,018F,8,210,51,121,208,55,81,2,140,R
1513701528.5305705,0260,8,61,101,124,101,77,64,51,0,R
1513703056.9611392,0316,8,57,237,102,190,14,73,191,223,R
1513703561.0712214,02A0,8,61,72,187,87,56,65,231,187,R
1513701555.8311167,02A0,8,118,147,223,207,244,19,104,213,R
1513702413.948279,0329,8,210,73,181,254,235,87,147,149,R
1513701290.0258005,0329,8,60,92,34,2,109,196,224,63,R
1513701669.0333807,0316,8,89,233,43,26,168,212,55,93,R
1513703612.0722415,0316,8,195,203,204,38,238,112,211,249,R
1513703559.5711913,018F,8,18,112,83,244,112,76,200,10,R
1513700535.710714,0316,8,102,217,216,52,143,176,215,132,R
1513704278.8855777,0000,8,0,0,0,0,0,0,0,0,T
1513702603.552071,0329,8,158,52,34,185,98,132,254,160,R
1513702753.2550652,018F,8,72,37,17,196,37,230,147,219,R
1513702192.143843,02A0,8,73,98,186,107,225,189,166,234,R
1513701469.0293806,02A0,8,187,226,35,151,32,163,131,226,R
1513700272.705454,018F,8,68,158,224,245,67,197,214,236,R
1513700019.200384,0329,8,74,69,145,127,84,41,99,40,R
1513701363.6272726,018F,8,151,162,22,7,123,213,143,197,R
1513700918.9183784,02A0,8,66,149,40,180,187,38,54,223,R
1513701208.0241604,0329,8,6,220,159,218,128,57,245,19,R
1513700827.0165403,018F,8,212,200,42,18,112,120,212,17,R
1513704253.4850698,0316,8,202,224,205,246,254,208,212,241,T
1513701864.8372967,018F,8,163,192,102,58,233,226,244,10,R
1513704934.798696,0000,8,0,0,0,0,0,0,0,0,T
1513701790.8358166,02A0,8,232,137,202,1,129,237,80,190,R
1513700424.8084962,018F,8,106,17,35,151,128,0,63,61,R
1513703216.7643354,018F,8,164,144,167,42,84,192,185,62,R
1513701187.4237485,0260,8,111,81,85,5,27,105,147,120,R
1513703109.7621953,018F,8,205,187,228,136,93,212,91,225,R
1513704524.2904859,09C4,8,225,118,129,152,223,125,208,64,T
1513700331.1066222,0260,8,160,155,120,2,209,153,53,39,R
1513700788.7157743,0316,8,62,58,202,156,2,38,21,100,R
1513703212.6642532,0316,8,41,147,211,238,226,235,179,112,R
1513700509.8101962,0260,8,151,165,27,224,61,227,50,6,R
1513703200.8640172,0260,8,89,115,5,212,233,46,82,218,R
1513704763.1952639,0000,8,0,0,0,0,0,0,0,0,T
1513700254.205084,0316,8,194,64,64,102,20,236,157,223,R
1513702554.051081,0316,8,29,134,182,62,190,200,200,72,R
1513703446.5689313,018F,8,47,233,166,138,158,121,161,63,R
1513701843.2368648,0260,8,150,190,218,9,35,221,225,102,R
1513700364.2072842,0316,8,231,214,206,32,18,56,14,40,R
1513700620.5124102,0260,8,254,5,182,43,90,195,3,120,R
1513704707.6941538,0C78,8,8,192,198,19,4,91,43,41,T
1513702934.158683,0316,8,77,113,141,0,138,9,167,77,R
1513700612.7122543,02A0,8,131,161,131,246,69,185,85,3,R
1513701217.5243504,0260,8,171,64,245,148,125,147,176,246,R
1513702522.850457,02A0,8,173,254,150,22,104,253,235,131,R
1513701537.9307587,018F,8,159,99,247,202,7,111,196,225,R
1513700378.9075782,02A0,8,140,161,123,186,92,200,30,70,R
1513703855.8771176,02A0,8,129,209,4,211,120,239,19,9,R
1513702343.446869,0316,8,197,143,69,163,121,125,169,121,R
1513700695.3139062,0260,8,166,214,19,233,241,1,236,31,R
1513700525.7105143,0329,8,71,211,73,95,91,73,71,179,R
1513704879.0975819,0881,8,151,41,133,202,111,86,52,84,T
1513703418.5683713,0329,8,45,226,164,7,118,238,238,156,R
1513701374.0274806,02A0,8,110,50,185,91,230,24,138,113,R
1513704216.1843238,0D4A,8,46,63,116,201,81,33,66,141,T
1513700417.7083542,02A0,8,65,25,125,56,254,227,24,29,R
1513702974.0594811,0260,8,223,79,16,207,32,154,223,206,R
1513704284.2856858,0316,8,221,232,222,237,238,240,252,209,T
1513701568.1313627,0316,8,12,38,19,216,4,111,51,113,R
1513701117.1223423,0316,8,158,74,170,231,73,252,136,41,R
1513700551.811036,02A0,8,14,89,87,82,19,106,72,244,R
1513702950.5590112,02A0,8,217,18,167,247,150,185,176,14,R
1513704184.5836916,0000,8,0,0,0,0,0,0,0,0,T
1513700620.1124022,0260,8,22,198,134,192,145,135,88,41,R
1513704665.793316,0D18,8,173,146,167,151,60,45,136,22,T
1513700438.9087782,0329,8,193,213,250,211,187,126,42,68,R
1513703195.7639153,018F,8,168,178,115,175,219,200,153,132,R
1513704907.898158,0316,8,200,244,243,240,200,230,241,237,T
1513704201.1840236,0000,8,0,0,0,0,0,0,0,0,T
1513704274.1854837,0000,8,0,0,0,0,0,0,0,0,T
1513701885.4377089,018F,8,23,62,106,7,135,174,16,32,R
1513704092.4818497,0316,8,233,221,251,233,235,224,211,217,T
1513702150.2430048,018F,8,145,183,137,115,45,65,9,249,R
1513703039.4607892,0260,8,23,227,218,232,252,232,138,144,R
1513703781.5756316,02A0,8,20,209,246,247,93,195,58,0,R
1513704206.4841297,0000,8,0,0,0,0,0,0,0,0,T
1513703138.8627772,02A0,8,250,138,200,125,191,109,16,6,R
1513702718.6543732,02A0,8,43,231,133,237,82,151,34,164,R
1513704466.9893398,0316,8,244,223,228,218,246,236,214,204,T
1513700528.9105783,02A0,8,30,169,43,170,42,174,133,92,R
1513702294.945899,0260,8,60,94,249,240,80,11,83,151,R
1513704035.6807137,0316,8,217,207,254,239,205,211,223,251,T
1513702574.051481,0316,8,192,77,185,45,230,230,95,228,R
1513702692.753855,0260,8,151,138,79,239,180,27,10,179,R
